Index,reportedCurrency,cik,fillingDate,acceptedDate,calendarYear,period,cashAndCashEquivalents,shortTermInvestments,cashAndShortTermInvestments,netReceivables,inventory,otherCurrentAssets,totalCurrentAssets,propertyPlantEquipmentNet,goodwill,intangibleAssets,goodwillAndIntangibleAssets,longTermInvestments,taxAssets,otherNonCurrentAssets,totalNonCurrentAssets,otherAssets,totalAssets,accountPayables,shortTermDebt,taxPayables,deferredRevenue,otherCurrentLiabilities,totalCurrentLiabilities,longTermDebt,deferredRevenueNonCurrent,deferredTaxLiabilitiesNonCurrent,otherNonCurrentLiabilities,totalNonCurrentLiabilities,otherLiabilities,capitalLeaseObligations,totalLiabilities,preferredStock,commonStock,retainedEarnings,accumulatedOtherComprehensiveIncomeLoss,othertotalStockholdersEquity,totalStockholdersEquity,totalEquity,totalLiabilitiesAndStockholdersEquity,minorityInterest,totalLiabilitiesAndTotalEquity,totalInvestments,totalDebt,netDebt,link,finalLink,Company
2012,USD,932787.0,2013-03-04,2013-03-03 19:00:00,2012,FY,2250000000.0,238000000.0,2488000000.0,1005000000.0,1353000000.0,656000000.0,5502000000.0,3481000000.0,141000000.0,213000000.0,354000000.0,137000000,0.0,101000000.0,4073000000.0,0.0,9575000000.0,797000000.0,630000000.0,0,0,1128000000.0,2555000000.0,630000000.0,0,414000000.0,353000000.0,1397000000.0,118000000.0,0,4070000000.0,0,1156000000.0,1959000000.0,794000000.0,2316000000.0,6225000000.0,6225000000.0,10295000000.0,0,10295000000.0,375000000,1260000000.0,-990000000.0,https://www.sec.gov/Archives/edgar/data/932787/000119312513089565/0001193125-13-089565-index.htm,https://www.sec.gov/Archives/edgar/data/932787/000119312513089565/d399431d20f.htm,STM
2011,USD,932787.0,2012-03-05,2012-03-04 19:00:00,2011,FY,1912000000.0,413000000.0,2325000000.0,1046000000.0,1531000000.0,678000000.0,5580000000.0,3920000000.0,1059000000.0,645000000.0,1704000000.0,121000000,0.0,292000000.0,6037000000.0,0.0,11617000000.0,656000000.0,740000000.0,0,0,1173000000.0,2569000000.0,733000000.0,0,332000000.0,273000000.0,1338000000.0,191000000.0,0,4098000000.0,0,1156000000.0,3504000000.0,670000000.0,2273000000.0,7603000000.0,7603000000.0,11701000000.0,0,11701000000.0,534000000,1473000000.0,-439000000.0,https://www.sec.gov/Archives/edgar/data/932787/000119312512096664/0001193125-12-096664-index.htm,https://www.sec.gov/Archives/edgar/data/932787/000119312512096664/d261972d20f.htm,STM
2010,USD,932787.0,2011-03-07,2011-03-06 19:00:00,2010,FY,1892000000.0,1052000000.0,2944000000.0,1230000000.0,1497000000.0,929000000.0,6600000000.0,4046000000.0,1054000000.0,731000000.0,1785000000.0,589000000,0.0,329000000.0,6749000000.0,0.0,13349000000.0,1233000000.0,720000000.0,0,0,1169000000.0,3122000000.0,720000000.0,0,329000000.0,295000000.0,1344000000.0,386000000.0,0,4852000000.0,0,1156000000.0,0.0,979000000.0,5452000000.0,7587000000.0,7587000000.0,12439000000.0,0,12439000000.0,1641000000,1440000000.0,-452000000.0,https://www.sec.gov/Archives/edgar/data/932787/000095012311022652/0000950123-11-022652-index.htm,https://www.sec.gov/Archives/edgar/data/932787/000095012311022652/y03348e20vf.htm,STM
2009,USD,932787.0,2010-03-10,2010-03-09 19:00:00,2009,FY,1588000000.0,1032000000.0,2620000000.0,1367000000.0,1275000000.0,1082000000.0,6344000000.0,4081000000.0,1071000000.0,819000000.0,1890000000.0,757000000,0.0,275000000.0,7003000000.0,0.0,13347000000.0,883000000.0,176000000.0,0,0,1221000000.0,2280000000.0,176000000.0,0,333000000.0,342000000.0,851000000.0,2161000000.0,0,5292000000.0,0,1156000000.0,0.0,1164000000.0,4827000000.0,7147000000.0,7147000000.0,12439000000.0,0,12439000000.0,1789000000,352000000.0,-1236000000.0,https://www.sec.gov/Archives/edgar/data/932787/000095012310023134/0000950123-10-023134-index.htm,https://www.sec.gov/Archives/edgar/data/932787/000095012310023134/y03217e20vf.htm,STM
2008,USD,932787.0,2009-05-13,2009-05-12 20:00:00,2008,FY,1009000000.0,651000000.0,1660000000.0,1064000000.0,1840000000.0,937000000.0,5501000000.0,4739000000.0,958000000.0,863000000.0,1821000000.0,752000000,0.0,-101000000.0,7211000000.0,0.0,12712000000.0,847000000.0,143000000.0,0,0,1228000000.0,2218000000.0,123000000.0,0,373000000.0,350000000.0,846000000.0,2417000000.0,0,5481000000.0,1156000000,1156000000.0,0.0,1094000000.0,4750000000.0,8156000000.0,8156000000.0,13637000000.0,0,13637000000.0,1403000000,266000000.0,-743000000.0,https://www.sec.gov/Archives/edgar/data/932787/000095012309008750/0000950123-09-008750-index.htm,https://www.sec.gov/Archives/edgar/data/932787/000095012309008750/y03037e20vf.htm,STM
2007,USD,932787.0,2008-03-03,2008-03-02 19:00:00,2007,FY,1855000000.0,1014000000.0,2869000000.0,1605000000.0,1354000000.0,1834000000.0,7662000000.0,5044000000.0,290000000.0,238000000.0,528000000.0,0,0.0,1014000000.0,6586000000.0,0.0,14248000000.0,1065000000.0,103000000.0,0,0,909000000.0,2077000000.0,103000000.0,0,237000000.0,115000000.0,455000000.0,2114000000.0,0,4646000000.0,0,1156000000.0,0.0,1320000000.0,7097000000.0,9573000000.0,9573000000.0,14219000000.0,0,14219000000.0,0,206000000.0,-1649000000.0,https://www.sec.gov/Archives/edgar/data/932787/000141978308000012/0001419783-08-000012-index.htm,https://www.sec.gov/Archives/edgar/data/932787/000141978308000012/y01883e20vf.htm,STM
2006,USD,932787.0,2007-03-14,2007-03-13 20:00:00,2006,FY,1963000000.0,460000000.0,2423000000.0,1589000000.0,1639000000.0,935000000.0,6586000000.0,6426000000.0,223000000.0,211000000.0,434000000.0,0,0.0,460000000.0,7320000000.0,0.0,13906000000.0,1044000000.0,136000000.0,0,0,783000000.0,1963000000.0,136000000.0,0,124000000.0,43000000.0,303000000.0,2133000000.0,0,4399000000.0,0,1156000000.0,0.0,816000000.0,7775000000.0,9747000000.0,9747000000.0,14146000000.0,0,14146000000.0,0,272000000.0,-1691000000.0,https://www.sec.gov/Archives/edgar/data/932787/000095012307003820/0000950123-07-003820-index.htm,https://www.sec.gov/Archives/edgar/data/932787/000095012307003820/y01663e20vf.htm,STM
2005,USD,932787.0,2006-03-03,2006-03-02 19:00:00,2005,FY,2027000000.0,0.0,2027000000.0,1490000000.0,1411000000.0,683000000.0,5611000000.0,6175000000.0,221000000.0,224000000.0,445000000.0,0,0.0,0.0,6620000000.0,0.0,12231000000.0,965000000.0,1533000000.0,0,0,801000000.0,3299000000.0,1522000000.0,0,55000000.0,16000000.0,1593000000.0,0.0,0,3909000000.0,0,1153000000.0,0.0,281000000.0,7046000000.0,8480000000.0,8480000000.0,12389000000.0,0,12389000000.0,0,3055000000.0,1028000000.0,https://www.sec.gov/Archives/edgar/data/932787/000095012306002542/0000950123-06-002542-index.htm,https://www.sec.gov/Archives/edgar/data/932787/000095012306002542/y01300e20vf.htm,STM
2004,USD,932787.0,2005-03-24,2005-03-23 19:00:00,2004,FY,1950000000.0,0.0,1950000000.0,1408000000.0,1344000000.0,925000000.0,5627000000.0,7442000000.0,264000000.0,291000000.0,555000000.0,0,0.0,0.0,7997000000.0,0.0,13624000000.0,1352000000.0,191000000.0,0,0,969000000.0,2512000000.0,133000000.0,0,59000000.0,15000000.0,207000000.0,1923000000.0,0,4642000000.0,0,1150000000.0,0.0,1116000000.0,6844000000.0,9110000000.0,9110000000.0,13752000000.0,0,13752000000.0,0,324000000.0,-1626000000.0,https://www.sec.gov/Archives/edgar/data/932787/000102123105000232/0001021231-05-000232-index.htm,https://www.sec.gov/Archives/edgar/data/932787/000102123105000232/b787127-20f.htm,STM
2003,USD,932787.0,2004-05-04,2004-05-03 20:00:00,2003,FY,2562000000.0,2000000.0,2564000000.0,1095000000.0,930000000.0,602000000.0,5191000000.0,6220000000.0,159000000.0,311000000.0,470000000.0,0,0.0,2000000.0,6692000000.0,0.0,11883000000.0,912000000.0,151000000.0,0,0,810000000.0,1873000000.0,146000000.0,0,28000000.0,39000000.0,213000000.0,2882000000.0,0,4968000000.0,0,1144000000.0,0.0,-258000000.0,7214000000.0,8100000000.0,8100000000.0,13068000000.0,0,13068000000.0,0,297000000.0,-2265000000.0,https://www.sec.gov/Archives/edgar/data/932787/000102123104000316/0001021231-04-000316-index.htm,https://www.sec.gov/Archives/edgar/data/932787/000102123104000316/b74818720-f.htm,STM
2002,USD,932787.0,2003-03-14,2003-03-13 19:00:00,2002,FY,2562000000.0,2000000.0,2564000000.0,1095000000.0,930000000.0,602000000.0,5191000000.0,6220000000.0,159000000.0,311000000.0,470000000.0,0,0.0,2000000.0,6692000000.0,0.0,11883000000.0,912000000.0,165000000.0,0,0,796000000.0,1873000000.0,146000000.0,0,28000000.0,39000000.0,213000000.0,2882000000.0,0,4968000000.0,0,1144000000.0,0.0,0.0,5850000000.0,6994000000.0,6994000000.0,11962000000.0,0,11962000000.0,0,311000000.0,-2251000000.0,https://www.sec.gov/Archives/edgar/data/932787/000102140803004293/0001021408-03-004293-index.htm,https://www.sec.gov/Archives/edgar/data/932787/000102140803004293/d20f.htm,STM
2001,USD,932787.0,2001-12-31,2001-12-30 19:00:00,2001,FY,2438816000.0,5390000.0,2444206000.0,902366000.0,742469000.0,468618000.0,4557659000.0,5888161000.0,0.0,212610000.0,212610000.0,5390000,0.0,0.0,6106161000.0,0.0,10663820000.0,936127000.0,129278000.0,0,212402000,409542000.0,1687349000.0,96528000.0,0,0.0,112213000.0,208741000.0,2790750000.0,0,4686840000.0,0,1142358000.0,0.0,-868963000.0,10524122000.0,10797517000.0,10797517000.0,15484357000.0,0,15484357000.0,10780000,225806000.0,-2213010000.0,,,STM
2022,USD,,2022-12-31,2022-12-30 19:00:00,2022,FY,2352000000.0,622000000.0,2974000000.0,1487000000.0,1339000000.0,0.0,5800000000.0,10596000000.0,0.0,0.0,0.0,372000000,292000000.0,781000000.0,12041000000.0,0.0,17841000000.0,0.0,223000000.0,0,0,3136000000.0,3359000000.0,2288000000.0,0,0.0,2234000000.0,4522000000.0,0.0,0,7881000000.0,0,23842000000.0,-14021000000.0,92000000.0,0.0,9913000000.0,9913000000.0,17794000000.0,0,17794000000.0,994000000,2511000000.0,159000000.0,,,GFS
2021,USD,1709048.0,2021-12-31,2021-12-30 19:00:00,2021,FY,2939187000.0,0.0,2939187000.0,1207718000.0,1121251000.0,23183000.0,5291339000.0,8712978000.0,18024000.0,358725000.0,376749000.0,37938000,352770000.0,255828000.0,9736263000.0,0.0,15027602000.0,551138000.0,432237000.0,0,561911000,1617573000.0,3162859000.0,2006380000.0,1515699000,2304000.0,307228000.0,3831611000.0,0.0,425518000,6994470000.0,0,10637000.0,-15468822000.0,-53752000.0,23487463000.0,7975526000.0,7975526000.0,14969996000.0,0,14969996000.0,0,2438617000.0,-500570000.0,,,GFS
2020,USD,1709048.0,2020-12-31,2020-12-30 19:00:00,2020,FY,908077000.0,50534000.0,958611000.0,1028641000.0,919519000.0,79953000.0,2986724000.0,8226202000.0,18024000.0,529918000.0,547942000.0,49439000,443566000.0,67760000.0,9334909000.0,0.0,12321633000.0,0.0,513077000.0,30609000,134586000,1217798000.0,1896070000.0,2289390000.0,140809000,8422000.0,745440000.0,3184061000.0,0.0,464512000,5080131000.0,0,10000000.0,-15218509000.0,-3319000.0,22388202000.0,7176374000.0,7176374000.0,12256505000.0,0,12256505000.0,99973000,2802467000.0,1894390000.0,,,GFS
2019,USD,1709048.0,2019-12-31,2019-12-30 19:00:00,2019,FY,997315000.0,6798000.0,1004113000.0,2065383000.0,351923000.0,92731000.0,3514150000.0,9611269000.0,5477000.0,629304000.0,634781000.0,85500000,408050000.0,243756000.0,10983356000.0,0.0,14497506000.0,0.0,817825000.0,37057000,142648000,1338537000.0,2336067000.0,2430511000.0,196123000,591000.0,515084000.0,3142309000.0,0.0,519169000,5478376000.0,0,10000000.0,-13870938000.0,5846000.0,22874222000.0,9019130000.0,9019130000.0,14497506000.0,0,14497506000.0,92298000,3248336000.0,2251021000.0,,,GFS
2021,TWD,1033767.0,2021-12-31,2021-12-30 19:00:00,2021,FY,132622131000.0,38282039000.0,170904170000.0,36369898000.0,23011183000.0,2988182000.0,233273433000.0,145391422000.0,7614000.0,3637319000.0,3644933000.0,58992983000,5478269000.0,4174301000.0,217681908000.0,0.0,450955341000.0,8364158000.0,2481997000.0,7049691000,3441754000,86911778000.0,108249378000.0,44340476000.0,641386000,2323917000.0,31025137000.0,78330916000.0,0.0,5068754000,186580294000.0,0,124832476000.0,83155758000.0,14275080000.0,41888552000.0,264151866000.0,264151866000.0,450732160000.0,0,450732160000.0,97275022000,46822473000.0,-85799658000.0,,,UMC
2020,TWD,1033767.0,2020-12-31,2020-12-30 19:00:00,2020,FY,94048036000.0,15522413000.0,109570449000.0,29237586000.0,22552486000.0,2945390000.0,164305911000.0,141109038000.0,7614000.0,4870299000.0,4877913000.0,45682369000,6665976000.0,3812894000.0,202148190000.0,0.0,366454101000.0,7862137000.0,11607279000.0,2288582000,2040989000,55682156000.0,79481143000.0,29798129000.0,456480000,1965108000.0,31613679000.0,63833396000.0,0.0,5576864000,143314539000.0,0,124224015000.0,53429442000.0,9341536000.0,36031213000.0,223026206000.0,223026206000.0,366340745000.0,0,366340745000.0,61204782000,41405408000.0,-52642628000.0,,,UMC
2019,TWD,1033767.0,2019-12-31,2019-12-30 19:00:00,2019,FY,95492477000.0,722794000.0,96215271000.0,26699855000.0,21714802000.0,9203393000.0,153833321000.0,158883519000.0,7614000.0,5190633000.0,5198247000.0,37586428000,7563357000.0,3196821000.0,212428372000.0,0.0,366261693000.0,8877065000.0,12585163000.0,1089608000,988115000,49415342000.0,72955293000.0,53348958000.0,482080000,2221230000.0,34340217000.0,90392485000.0,0.0,6031025000,163347778000.0,0,117243187000.0,63960947000.0,-11202861000.0,32502577000.0,202503850000.0,202503850000.0,365851628000.0,0,365851628000.0,38309222000,65934121000.0,-29558356000.0,,,UMC
2018,TWD,1033767.0,2018-12-31,2018-12-30 19:00:00,2018,FY,83661739000.0,528450000.0,84190189000.0,24696517000.0,18203119000.0,14103607000.0,141193432000.0,173507997000.0,15012000.0,2976792000.0,2991804000.0,31089737000,6795796000.0,7018463000.0,221403797000.0,0.0,362597229000.0,6801745000.0,13103808000.0,2059172000,932371000,27119756000.0,50016852000.0,67083001000.0,0,1979509000.0,39120384000.0,108182894000.0,0.0,0,158199746000.0,0,124243187000.0,66281727000.0,-14063281000.0,27469082000.0,203930715000.0,203930715000.0,362130461000.0,0,362130461000.0,31618187000,80186809000.0,-3474930000.0,,,UMC
2017,TWD,1033767.0,2017-12-31,2017-12-30 19:00:00,2017,FY,81674572000.0,716918000.0,82391490000.0,22774415000.0,18257500000.0,15854553000.0,139277958000.0,206027771000.0,15188000.0,3772321000.0,3787509000.0,30893788000,6116129000.0,5029065000.0,251854262000.0,0.0,391132220000.0,6535570000.0,25445540000.0,4851694000,0,51982392000.0,88815196000.0,53319145000.0,469491000,2327223000.0,36580167000.0,92696026000.0,0.0,0,181511222000.0,0,126243187000.0,53058188000.0,657957000.0,28704858000.0,208664190000.0,208664190000.0,390175412000.0,0,390175412000.0,31610706000,78764685000.0,-2909887000.0,,,UMC
2016,TWD,1033767.0,2016-12-31,2016-12-30 19:00:00,2016,FY,57578981000.0,714169000.0,58293150000.0,24003074000.0,16997815000.0,11175555000.0,110469594000.0,226162140000.0,15188000.0,4073115000.0,4088303000.0,32296806000,5022395000.0,6187477000.0,273757121000.0,0.0,384226715000.0,6854849000.0,20550801000.0,3995145000,0,41388926000.0,72789721000.0,60728692000.0,491089000,2397796000.0,32873043000.0,96490620000.0,0.0,0,169280341000.0,0,126243187000.0,52599501000.0,5209235000.0,28732722000.0,212784645000.0,212784645000.0,382064986000.0,0,382064986000.0,33010975000,81279493000.0,23700512000.0,,,UMC
2015,TWD,1033767.0,2015-12-31,2015-12-30 19:00:00,2015,FY,53290433000.0,664918000.0,53955351000.0,19989042000.0,17641385000.0,3230743000.0,94816521000.0,188767376000.0,15188000.0,4488900000.0,4504088000.0,38109963000,2323242000.0,6833103000.0,240537772000.0,0.0,335354293000.0,5954249000.0,5505049000.0,3236577000,0,34790214000.0,49486089000.0,47524407000.0,509708000,2386100000.0,10595342000.0,61015557000.0,0.0,0,110501646000.0,0,127581329000.0,55346480000.0,9140453000.0,30757320000.0,222825582000.0,222825582000.0,333327228000.0,0,333327228000.0,38774881000,53029456000.0,-260977000.0,,,UMC
2014,TWD,1033767.0,2014-12-31,2014-12-30 19:00:00,2014,FY,45701335000.0,740129000.0,46441464000.0,23062323000.0,15242232000.0,12117130000.0,96863149000.0,167753596000.0,7791000.0,4525147000.0,4532938000.0,34857612000,2267138000.0,4373100000.0,213784384000.0,0.0,310647533000.0,6167339000.0,6250754000.0,3633154000,0,33147295000.0,49198542000.0,33401290000.0,451906000,3140251000.0,4116511000.0,41109958000.0,0.0,0,90308500000.0,0,127252078000.0,49172414000.0,10107736000.0,29957007000.0,216489235000.0,216489235000.0,306797735000.0,0,306797735000.0,35597741000,39652044000.0,-6049291000.0,,,UMC
2013,TWD,1033767.0,2013-12-31,2013-12-30 19:00:00,2013,FY,50830678000.0,2767643000.0,53598321000.0,17601854000.0,13993259000.0,3602790000.0,88796224000.0,162762760000.0,50863000.0,4688784000.0,4739647000.0,30122774000,2724257000.0,4768265000.0,205117703000.0,0.0,293913927000.0,7414188000.0,4643573000.0,961169000,0,35185040000.0,48203970000.0,28415205000.0,321856000,3325432000.0,4003478000.0,36065971000.0,0.0,0,84269941000.0,0,126920817000.0,38303776000.0,4179349000.0,35920056000.0,205323998000.0,205323998000.0,289593939000.0,0,289593939000.0,32890417000,33058778000.0,-17771900000.0,,,UMC
2012,TWD,1033767.0,2012-12-31,2012-12-30 19:00:00,2012,FY,42592725000.0,4986874000.0,47579599000.0,17164115000.0,13023710000.0,3150098000.0,80917522000.0,159851614000.0,50863000.0,1306629000.0,1357492000.0,34944695000,828256000.0,3059339000.0,200041396000.0,0.0,280958918000.0,6265920000.0,5772615000.0,1191790000,0,26803496000.0,40033821000.0,32154813000.0,153745000,32304000.0,3563290000.0,35904152000.0,0.0,0,75937973000.0,0,129521093000.0,25905225000.0,4992205000.0,42031283000.0,202449806000.0,202449806000.0,278387779000.0,0,278387779000.0,39931569000,37927428000.0,-4665297000.0,,,UMC
2011,TWD,1033767.0,2011-12-31,2011-12-30 19:00:00,2011,FY,49070128000.0,5834235000.0,54904363000.0,15320229000.0,12709276000.0,1123646000.0,84057514000.0,149324300000.0,50863000.0,299997000.0,350860000.0,38529796000,2993953000.0,4575323000.0,195774232000.0,0.0,279831746000.0,13527916000.0,9411877000.0,514977000,0,19451184000.0,42905954000.0,21095386000.0,0,35908000.0,3669535000.0,24800829000.0,0.0,0,67706783000.0,0,130844556000.0,24499124000.0,12156099000.0,40237308000.0,207737087000.0,207737087000.0,275443870000.0,0,275443870000.0,44364031000,30507263000.0,-18562865000.0,,,UMC
2010,TWD,1033767.0,2010-12-31,2010-12-30 19:00:00,2010,FY,51271105000.0,8184616000.0,59455721000.0,19555557000.0,13032623000.0,1725396000.0,93769297000.0,132762000000.0,304728000.0,0.0,304728000.0,47179088000,2889902000.0,3981981000.0,187117699000.0,0.0,280886996000.0,19643759000.0,4124115000.0,1563391000,0,20113360000.0,45444625000.0,6799390000.0,0,20807000.0,3486145000.0,10306342000.0,0.0,0,55750967000.0,0,129879123000.0,28195559000.0,22436983000.0,38825618000.0,219337283000.0,219337283000.0,275088250000.0,0,275088250000.0,55363704000,10923505000.0,-40347600000.0,,,UMC
2009,TWD,1033767.0,2009-12-31,2009-12-30 19:00:00,2009,FY,66152960000.0,2096091000.0,68249051000.0,17490054000.0,9141385000.0,7482126000.0,102362616000.0,89596360000.0,7615000.0,0.0,7615000.0,55226697000,3152277000.0,3292886000.0,151275835000.0,0.0,253638451000.0,5505895000.0,12929269000.0,181173000,0,16629539000.0,35245876000.0,766550000.0,0,9751000.0,3520018000.0,4296319000.0,0.0,0,39542195000.0,0,129877713000.0,10648813000.0,30596891000.0,42474904000.0,213598321000.0,213598321000.0,253140516000.0,0,253140516000.0,57322788000,13695819000.0,-52457141000.0,,,UMC
2008,TWD,1033767.0,2008-12-31,2008-12-30 19:00:00,2008,FY,48613030379.3,2095689981.95,50708720361.25,8970139155.15,8125352421.2,1149168811.0499954,68953380748.65,108513557309.5,7621049.2,0.0,7621049.2,0,3561165184.15,35569506125.45,147651849668.3,3.0517578125e-05,216605230416.95,4339366285.65,199461253.2,0,0,8307436368.250002,12846263907.1,8138196517.05,0,13599630.9,3765783785.3,11917579933.25,0.0,0,24763843840.35,0,130001795365.25,-7043261982.85,3808947831.2,58085107602.45,184852588816.05,184852588816.05,209616432656.4,0,209616432656.4,0,8337657770.25,-40275372609.05,,,UMC
2007,TWD,1033767.0,2007-12-31,2007-12-30 19:00:00,2007,FY,47680675401.78,4805182411.99,52485857813.77,15849289155.81,11868456456.96,911947815.8700104,81115551242.41,137226108927.9,3498864759.32,0.0,3498864759.32,0,4268275121.84,73465457474.82,218458706283.88,0.0,299574257526.29,5687941670.86,23249788329.32,0,0,16353148513.089996,45290878513.27,7495718732.79,0,47544916.18,3729454359.62,11272718008.59,0.0,0,56563596521.86,0,132152002610.75,31652784708.86,21548419773.52,51126287260.44003,236479494353.57,236479494353.57,293043090875.43,0,293043090875.43,0,30745507062.11,-16935168339.669996,,,UMC
2006,TWD,1033767.0,2006-12-31,2006-12-30 19:00:00,2006,FY,93838717965.52,9646943293.35,103485661258.87,15253513231.55,10876504551.33,2707452572.329986,132323131614.08,151804707627.98,3498126869.38,0.0,3498126869.38,0,4183453958.42,75787296284.91997,235273584740.7,0.0,367596716354.78,4864023641.84,9409398862.05,0,0,21824793791.57,36098216295.46,30378381001.54,0,52592141.58,3710548288.8099976,34141521431.93,0.0,0,70239737727.39,0,191293813656.55,34790614034.33,26728799191.6,38306695222.17996,291119922104.66,291119922104.66,361359659832.05,0,361359659832.05,0,39787779863.59,-54050938101.930016,,,UMC
2005,TWD,1033767.0,2005-12-31,2005-12-30 19:00:00,2005,FY,108908312805.0,4895787260.0,113804100065.0,16044229765.0,10740306770.0,4649281300.0,145237917900.0,159525990010.0,3533164400.0,0.0,3533164400.0,0,4022723395.0,35628825745.0,202710703550.0,0.0,347948621450.0,5515406430.0,6152224455.0,0,0,25388206550.0,37055837435.0,41800189270.0,0,51991185.0,3734617910.0,45586798365.0,0.0,0,82642635800.0,0,198496688110.0,26641651210.0,-322963585.0,34137490995.0,258952866730.0,258952866730.0,341595502530.0,0,341595502530.0,0,47952413725.0,-60955899080.0,,,UMC
2004,TWD,1033767.0,2004-12-31,2004-12-30 19:00:00,2004,FY,101542627292.4,3148684520.52,104691311812.92,14029286369.28,10028874460.92,4397590975.680008,133147063618.8,192328456218.36,0.0,4504849292.16,4504849292.16,0,3796925385.96,43123928803.20001,243754159699.68,0.0,376901223318.48,5414896804.8,11455688992.44,0,0,19785767948.52,36656353745.76,61385259402.6,0,0.0,3320887367.279999,64706146769.88,0.0,0,101362500515.64,0,178205825953.68,42468905053.68,-1746941303.52,47868207564.23999,266795997268.08,266795997268.08,368158497783.72,0,368158497783.72,0,72840948395.04,-28701678897.36,,,UMC
2003,TWD,1033767.0,2003-12-31,2003-12-30 19:00:00,2003,FY,118570127975.4,1817249715.48,120387377690.88,19151342731.02,8355959896.38,6165127809.179993,154059808127.46,149302660053.18,0.0,0.0,0.0,0,4477385743.74,46072091832.78003,199852137629.7,0.0,353911945757.16,6589066721.28,22923125703.96,0,0,14552700611.22,44064893036.46,60232025011.38,0,0.0,2723803265.760002,62955828277.14,0.0,0,107020721313.6,0,161133424970.94,26748796626.72,821629944.42,43134943898.639984,231838795440.72,231838795440.72,338859516754.32,0,338859516754.32,0,83155150715.34,-35414977260.06,,,UMC
